X,Y,sitename,featurelocation,objectid
436335.7287,391829.7991,BARNSLEY ROAD,Lane Top - jct Hatfield House Lane,2267
443072.2981,385358.7914,KIRKSTEAD GARDENS,Opp 37,2271
435810.3286,388613.149800001,ANDOVER STREET,opp no 80,2272
431610.8882,385306.9662,HANGINGWATER ROAD,above bridge on l/h side,2273
429928.8215,385289.101299999,BROOKLANDS AVENUE,o/s 64,2274
437711.1615,383277.237199999,MORLAND DRIVE,at the top,2275
431600.5489,383088.881100001,WHIRLOW LANE,opp 44,2276
428530.3767,398003.3519,NETHERFIELD CLOSE,Adj. No 5,2277
434785.3604,384681.475299999,BROADFIELD COURT,Adj cycleway to Little London Road,2279
427730.8284,397991.8652,WHITEHEAD AVENUE,o/s 44 (Jct Lee Avenue),2280
431749.298,385636.5119,FRICKLEY ROAD,o/s No 52,2281
434767.988,382681.7677,COBNAR ROAD,Bottom - jct Chesterfield Road,2282
436361.816,389233.272299999,ELLA ROAD,Adj no4,2283
426812.007,397838.799000001,SHAY HOUSE LANE,JCN Pot House Lane [opp Red Grouse Pub],2284
431063.2595,388048.331499999,LONG LANE,Adj no1,2285
433976.2808,397150.9859,NEWGATE CLOSE,o/s Sheltered Housing Complex,2286
432501.0992,384046.3071,SILVERDALE ROAD,jct Millhouses Lane,2287
426380.3533,391668.7952,GLEBE COURT,outside 8,2289
430997.4639,392217.438100001,OAKWOOD CRESCENT,opp No. 1,2290
435606.3788,394075.6262,SCHOLES VIEW,opposite 65,2291
431362.5304,389955.8455,KESWICK CLOSE,Adj no1,2292
431633.5868,387470.117000001,STEPHEN DRIVE,o/s 28,2293
437063.6686,384173.2807,GLEADLESS ROAD,jct Leighton Road,2294
430685.3141,386755.841499999,SANDYGATE GROVE,(PRIVATE) 2nd bin in car park @ end of cul de sac,2295
431308.7479,379958.827099999,MICKLEY LANE,opp 2,2297
435013.6826,387275.402799999,WEST STREET,Jct Bailey Lane,2298
430956.4035,390229.2972,PHILLIPS ROAD,jct Garland Drive,2299
435044.0574,386778.635,CHARTER ROW,opp Trafalgar Street,2300
440541.7487,382990.079399999,PARKLAND CRESCENT,opposite No 25,2301
439921.4563,383697.966800001,HEATHFIELD ROAD,Adj The Birley PH,2302
437797.9161,390545.0668,BEACON CLOSE,jct Wincobank Lane,2303
432430.1669,385304.876800001,GREYSTONES CRESCENT,o/s 10,2304
435939.6524,385003.483100001,THORNBOROUGH ROAD,Jct Myrtle Road,2305
430686.2128,386001.827299999,STUMPERLOWE VIEW,o/s 3,2308
431291.9032,388438.0,FAIRBARN DRIVE,"Side of entrance to drying area, block 1-23",2309
432481.5501,383696.747099999,SILVERDALE ROAD,Derriman Close jct,2310
430236.2468,386351.677200001,HALLAM GRANGE CRESCENT,o/s 94,2311
437771.2928,385571.1906,WULFRIC PLACE,opp No 15,2312
439322.4196,386035.037799999,DANEWOOD AVENUE,Adj no41,2313
440899.5596,383080.9734,GRASSDALE VIEW,opposite 61/63 in car park,2314
440919.3478,382706.3007,DARFIELD AVENUE,opposite 20,2318
440043.5986,387327.977700001,HANDSWORTH ROAD,Jct Willow Drive,2319
432346.2734,381292.3554,LADIES SPRING GROVE,opp Ladies Spring Drive,2321
434487.1695,382059.0759,ABBEY BROOK COURT,Adj  no 21 on corner,2322
431470.6479,388352.874299999,FAIRBARN ROAD,o/s 14,2324
434247.6834,397968.3519,TAVERNER WAY,Bottom,2325
433885.0904,384192.245300001,SWALEDALE ROAD,Opposite 35,2326
434135.2126,381478.5921,WESTWICK ROAD,o/s 81,2327
437163.9286,386775.9057,MANOR OAKS PLACE,junction with Boundary Road,2328
433761.6371,388586.827400001,BURGOYNE ROAD,opp 198,2329
438200.0112,389222.205499999,NEWARK STREET,corner [59],2330
442070.0367,383507.5713,DELVES DRIVE,Adj no34,2331
435197.9267,383469.302200001,NORTON LEES SQUARE,Adj no15,2332
435262.5763,396485.136499999,WESTBROOK ROAD,junction of King Street opposite number 5,2334
432872.9926,383745.403200001,KINGSLEY PARK GROVE,jct Button Hill (lower corner),2335
437277.933,390124.5372,UPWELL HILL,o/s 51,2336
430672.7569,380501.6117,TOTLEY BROOK ROAD,above 270,2337
436280.7176,385175.7338,MYRTLE ROAD,jct Erskine Road o/s 380,2338
442762.6384,382477.2962,HILL TOP CRESCENT,junction with Galley Drive,2339
435923.9373,385275.6952,MADEHURST ROAD,Madehurst View Jct,2340
433343.3486,383387.195800001,STERNDALE ROAD,Jct Millhouses Lane,2341
430858.6665,387046.1184,MOORBANK ROAD,jct Moorbank Close,2342
437286.681,387263.7061,CRICKET INN CRESCENT,Outside No. 49 Cricket Inn Crescent,2343
432888.9221,390296.0681,DOROTHY ROAD,Jct Upwood Road,2345
432167.3061,384917.107799999,MYLOR ROAD,o/s 39,2346
433824.0522,384494.638800001,EDGEHILL ROAD,jct Brincliffe Edge Road,2347
443091.674,380884.812100001,AUCKLAND WAY,Junction with Streetfields (25m further up),2348
427009.5422,398422.122,JOHNSON STREET,Medical Centre - Car Park,2349
437026.2031,390804.422599999,FIRTH PARK ROAD,o/s library,2351
428664.3259,386204.7392,REDMIRES WAY,opposite the clock tower,2352
434121.7401,396765.1763,FARRIER GATE,outside 1,2353
430648.6071,386392.7454,HILLCOTE CLOSE,Junction with Tom Lane,2354
434866.7968,384505.8156,CHESTERFIELD ROAD,"Heeley Retail Park, jct at lights",2356
430712.7289,381160.7731,TOWNHEAD ROAD,Outside Well Pharmacy on Townhead road.,2357
438904.9969,383393.0041,JAUNTY CLOSE,"Junc. Jaunty Drive, o/s no 2",2358
437574.1616,392684.704399999,SYCAMORE HOUSE ROAD,Outside No.70 Sycamore House Road,2359
434445.4577,395931.774900001,BROAD INGE CRESCENT,Jct Chestnut Drive nr No. 4,2360
435778.6099,384879.898499999,CARRFIELD ROAD,Jct Gleadless Road,2361
438351.9264,387387.0108,PARKWAY RISE,in Gateway,2362
435790.4003,383715.5218,THORPE HOUSE AVENUE,o/s 58,2363
430934.4798,386600.585899999,SANDYGATE PARK,Vicinity of no81,2364
434987.8673,386613.1423,FITZWILLIAM GATE,Jct Bishop Street - o/s Wickes,2365
426997.8589,397462.6667,COAL PIT LANE,jct Ralph Ellis Drive,2366
431322.5172,387349.251599999,HAGG LANE,jct Den Bank Drive,2367
433396.7931,391926.441400001,PARSON CROSS ROAD,Fox Hill Road Jn,2368
436172.8392,387400.6469,CROWN PLACE,Opp no8,2369
432565.4271,385719.358200001,STAINTON ROAD,Opp no60,2370
429657.5013,395475.9954,MAIN ROAD,"o/s ""The Barn""",2372
431392.4105,388573.8311,DEER PARK VIEW,Car Park,2373
435389.2534,390590.1039,BUSK MEADOW,across the road from Busk Knoll [relocated 20.12.18 as per agreement with Client - from opp Busk Knoll see enquiry 1536224],2374
433743.7371,388244.975199999,BIRKENDALE VIEW,Adj no24,2375
433611.4615,393752.6787,ROJEAN ROAD,Opp Jct with Queensgate,2376
433122.381,392790.6041,EDGE LANE,Nr garages opp Edge Close,2377
429561.941,394591.5985,DON AVENUE,O/S 90,2379
437982.6796,383567.2742,GLEADLESS BANK,jct Gleadless Avenue,2380
433980.9062,397982.9278,TAVERNER CLOSE,outside number 15,2381
432083.8084,385341.6763,HIGH STORRS RISE,entrance to Hornby Flats - opp No 2,2383
427777.3717,398289.49,NEW ROAD,Adj no1,2384
441816.0064,382423.6916,LEEBROOK AVENUE,Opp 38,2386
433362.9224,386032.3486,BOTANICAL ROAD,o/s No 39,2387
433955.7835,383796.638599999,HOLT HOUSE GROVE,O/S 1 HOLT HOUSE GROVE,2388
429193.7825,385088.118899999,MAYFIELD ROAD,Outside Church,2389
432260.3022,385321.292099999,GREYSTONES CLOSE,o/s 91,2390
433431.3564,388796.737299999,FREEDOM ROAD,o/s 75,2391
431628.9119,385592.0546,CARR BANK CLOSE,Carr Bank Lane jct,2392
435172.367,383300.420600001,ABBEY VIEW ROAD,Jct Abbey View Drive,2393
439302.8788,385127.7075,AUDREY ROAD,Junction of Lathkill Road,2394
437352.2787,384174.260500001,HURLFIELD ROAD,Access road to Hurlfield House (290) - bin 1 of 2,2395
434938.9988,383628.3967,DERBYSHIRE LANE,Jct Norton Lees Lane,2396
433441.3659,387442.8048,CONDUIT ROAD,Opp 4 - Near Crookesmoor Road,2397
438819.5863,391531.544500001,AYLESBURY COURT,(PRIVATE) in car park,2398
439888.2122,387383.2119,LOUND ROAD,Jct Houstead Road,2399
433384.1287,384197.863700001,KNAB CROFT,outside 17,2401
432880.5863,384137.730900001,BANNER CROSS ROAD,jct Button Hill,2402
432668.6223,390778.550000001,DARWIN ROAD,Jcn Overton Road,2403
433981.1866,386988.594900001,CLAREMONT PLACE,Jct Glossop Rd,2404
427561.112,397769.298900001,BROOMFIELD ROAD,opposite No 10,2405
440295.1966,386194.992000001,ATHELSTAN CLOSE,"first parking bay, opp No 2",2406
436321.2503,391094.399599999,HORNINGLOW CLOSE,junction Horninglow Road,2407
434560.9298,381787.9235,CHANCET WOOD DRIVE,Jct Abbey Brook Drive,2408
432831.8003,386781.2042,TAPTON MOUNT CLOSE,10 yards into the Close,2409
433524.303,388587.0973,HOOLE STREET,o/s bungalow No 113 half way up,2410
433015.1787,385206.365,BLUECOAT RISE,Opp Bluecoat House,2411
433509.2805,388527.034499999,CUNDY STREET,junction with Walkley Street,2412
430330.3807,388732.7456,KNOWLE CLOSE,Jct Greaves Lane,2415
427316.8274,396617.4486,SUNNY BANK ROAD,at bolterstones sign,2416
433206.0189,394184.255100001,LUMP LANE,opposite 5,2417
443754.7089,381973.3705,WATERTHORPE CRESCENT,junction of Waterthorpe Crescent & Eckington Way,2418
427178.7473,397817.485099999,GLEBELANDS ROAD,outside 43,2419
431998.7936,390833.564300001,LANGSETT AVENUE,junction Worrall Road [side No 184],2420
434657.3475,387493.350400001,SOLLY STREET,Edward Street Flats Entrance - (Nr No. 101),2421
437184.0383,386994.8631,BENSON ROAD,"Bottom, near children's centre",2422
439545.4073,388835.4662,SHEPCOTE WAY,(PRIVATE) outside William Beckett Plastics,2423
433386.1323,387486.1724,REDCAR ROAD,Jct Conduit Road,2424
433179.8986,386816.2542,TAPTONVILLE ROAD,Jct Fulwood Road Nr Bank,2425
433368.0261,388524.735099999,HOOLE STREET,Jct South Road,2426
441097.8863,382700.9922,KINGSWOOD GROVE,Adj no15,2427
435361.3026,383919.303400001,THORPE HOUSE RISE,o/s 2,2428
426907.8229,398166.0254,SHAY ROAD,Jct Shay House Road,2429
429790.9393,393262.1391,COLDWELL HILL,60yds above 3 Coldwell Cottage,2431
433957.1605,395984.539799999,MACKENZIE CRESCENT,outside 7,2433
435614.2281,387571.648,ANGEL STREET,Adj L/col 8,2434
430701.8537,389107.668299999,GREAVES LANE,Below 125,2435
435260.3831,382620.8751,COBNAR ROAD,o/s no 121 - top of road above steps,2436
427919.6732,397912.597899999,SCHOFIELD ROAD,Jcn Armitage Road,2437
431442.2272,389093.1524,MARCHWOOD DRIVE,o/s 35,2438
444145.9782,380359.612400001,BRIGHT MEADOW,o/s 2,2440
429211.7403,383023.08,LONG LINE,Jct Sheephill Road,2441
432703.0702,388748.5211,PROVIDENCE ROAD,opp Thrush Street,2442
429948.0902,393774.1425,HORSE CROFT LANE,Adj The Stables,2443
430247.0066,388878.214,NOOK LANE,opp 34,2444
434688.8684,387615.115499999,EDWARD STREET,on the one-way system etween Tesco Express and the basket ball court [opp Huntsman House & the Derwent Student Office],2445
437363.3519,384988.0275,ERRINGTON AVENUE,Approx 20m from jct Errington Road,2446
432525.7601,385055.848099999,GLENALMOND ROAD,Jct Dobbin Hill,2448
431447.6277,386248.536699999,RANMOOR CLIFFE ROAD,Watt Lane to Ranmoor Park Road - Outside Cliffe End No.45,2450
435150.4187,383840.1361,BEVERLEYS ROAD,At the top,2451
435803.411,383224.182399999,MOUNT VIEW ROAD,o/s 147 jct Woodland Road,2452
440532.2422,384494.388800001,NORMANTON SPRING COURT,Jct Normanton Spring Road,2453
427893.8332,398099.534399999,WHITEHEAD AVENUE,o/s 16,2454
433884.6039,392728.301899999,HALIFAX ROAD,Jct Deerlands Avenue,2455
435999.1076,392109.539000001,MASTERS CRESCENT,opp 22,2456
435009.8486,383551.0988,DERBYSHIRE LANE,Jct Norton Lees Crescent,2457
434866.9865,396367.430199999,SMITHY CARR AVENUE,o/s 45,2458
438368.4413,388651.129000001,WORKSOP ROAD,Approx 30m East of Tinsley canal aqueduct,2459
435750.3788,392894.3344,HILLSIDE AVENUE,o/s 38,2460
431610.8964,383382.1972,ALMS HILL CRESCENT,Between No 2 & Jct Alms Hill Road,2461
438252.0788,391945.605900001,STANWELL CLOSE,o/s 21 - near Stanwell Avenue Jct,2462
434902.4237,391240.8477,SOUTHEY CRESCENT,jct Southey Place,2463
430677.4318,392987.0178,BIRKS WOOD DRIVE,Opp Skelton Rise,2464
431276.9137,389996.483899999,AUSTIN COURT,Bottom of Ski Village,2465
436824.9329,385128.1174,FELLBRIGG ROAD,o/s 28,2466
431017.6808,390241.693700001,GARLAND DRIVE,jct Alders Green,2467
434916.9021,383877.6654,PEARSON PLACE,Outside 73,2468
438625.209,383348.686799999,CARSON MOUNT,End of CDS,2469
428282.827,384569.5573,BASSETT LANE,Outside Yarncliffe House Farm,2471
431316.5065,380808.763800001,WYVERN GARDENS,side of 26,2472
431174.0236,390072.922,SOUTH VIEW RISE,jct South View Close,2473
441216.1535,385137.864600001,SEVERNSIDE GARDENS,Jct Hardcastle Drive,2474
433842.818,389246.4186,LANGSETT ROAD,Adj no314,2475
432331.861,385290.0711,GREYSTONES CRESCENT,o/s 31,2478
429633.9864,394720.6416,DIXON DRIVE,opposite 27,2479
434037.4839,390924.248299999,SCRAITH WOOD DRIVE,bottom ie jct Herries Road,2480
435154.5165,390633.1116,BOYNTON ROAD,jct Shirecliffe Road,2481
438339.9134,392086.3456,WOODBURY ROAD,Nr jct unadopted road - opp No. 84,2482
430658.3692,392349.0504,WALSHAW ROAD,middle o/s No 18-20,2484
435961.6997,390250.3912,CRABTREE ROAD,o/s Grabtree Grange,2485
434047.2295,382200.4155,STRELLEY ROAD,Jct Strelley Avenue,2486
441956.2631,383036.1362,STONEACRE CLOSE,o/s 15,2487
429790.8486,385596.5033,CRIMICAR LANE,Jct Hallamshire Road,2488
429842.372,388396.811799999,REYNARD LANE,outside number 1,2489
441053.7175,381964.363,RIBBLESDALE DRIVE,Jct Teesdale Road (Betw 48-50),2491
434552.5116,391519.8978,KYLE CRESCENT,junction Dryden Road,2492
434150.5071,397979.6187,TAVERNER WAY,jct Merbeck Drive,2493
432539.1007,389566.087099999,HIBBERD ROAD,junction with Dykes Lane,2494
431984.711,380218.432800001,PROSPECT DRIVE,"opp No 1,  jct Prospect Road",2495
433272.9441,387566.2195,SCHOOL ROAD,o/s 203 [o/s 49 Conduit Road],2496
441285.4202,382133.9245,PARKGATE DRIVE,opp No 30,2498
432758.04,389774.757300001,PORTSEA ROAD,Jct Hawthorn Road,2500
438193.712,382831.514799999,KEW CRESCENT,Opp 75,2501
427835.5819,397939.6302,BROADHEAD ROAD,Verge Above Garages [opp 19],2503
435172.7875,387206.842399999,HOLLY STREET,s/o City Hall near Division Street,2504
436025.3681,392474.4246,DEERLANDS AVENUE,o/s 17,2505
432719.4366,387423.6503,EYAM ROAD,Junction St Thomas Road,2506
425848.1264,398749.2684,NEWTON AVENUE,Jut down from Hawthorne Avenue,2507
433258.8862,383035.886299999,PINGLE ROAD,Just below 1,2508
430865.5676,379855.186799999,TOTLEY GRANGE DRIVE,outside 1,2509
424101.336,397801.6197,WIND HILL LANE,Up from the junction connecting Wind Hill Lane and Mortimer Road / Outside Barnside Cote farm,2510
439408.6959,384744.9771,HOLLYBANK ROAD,o/s Community Centre,2511
436437.3985,393185.1711,GODRIC ROAD,At Junction with Nether Shire Lane,2514
439653.3928,385761.076199999,WAINWRIGHT AVENUE,Jct Wainwright Crescent,2515
438218.7027,392040.458799999,STANDON ROAD,o/s No. 155 @ jct Standon Crescent,2516
435308.4435,383590.5875,BRINDLEY CRESCENT,end of cul de sac in parking area,2517
441684.5719,383520.3576,HANLEY CLOSE,outside 10,2518
439628.0888,383992.792400001,LONGSTONE CRESCENT,Opp 4a/6,2520
433628.3309,388197.958699999,BIRKENDALE VIEW,o/s 32,2522
429986.2236,388223.0415,OLDFIELD ROAD,o/s 324,2523
430546.962,391956.8627,KIRK EDGE ROAD,Jct Long Lane,2524
431596.9293,386624.1592,DRANSFIELD CLOSE,os jct Dransfield Rd,2526
431769.6386,390087.707800001,STUDFIELD DRIVE,Jct Studfield Hill,2527
433835.7025,381252.936699999,OLD PARK ROAD,jct Westwick Crescent,2528
441563.0562,381811.7467,ROSE HILL DRIVE,Opp jct with Rose Hill View,2531
433981.3102,388312.335899999,BLAKE STREET,Opp 13,2532
439541.4084,385775.3222,WIDDOP CROFT,opp No 17,2533
434136.8863,391193.711200001,DONOVAN ROAD,Adj The Forty Foot PH,2534
432724.9608,389735.998400001,MEREDITH ROAD,JCT OAKLAND ROAD,2535
431801.6294,387388.0305,STEPHEN HILL,Jct Marsh Lane,2536
435593.096,389060.391799999,CHRIST CHURCH ROAD,in the middle,2537
434646.4888,388136.5463,MALINDA STREET,on grass opposite Lister Lane/in the middle of St Philips Road and Watery Street,2538
431151.3992,392638.997500001,BERTRAM ROAD,Outside 37,2539
434086.9212,384429.297499999,BRINCLIFFE EDGE ROAD,Nr Jct Archer Lane,2540
438702.6219,383456.515900001,LISTER CLOSE,opposite number 2,2541
430379.7769,389067.889699999,ACORN DRIVE,jct Robin Hood Chase,2542
430427.1035,380659.546499999,OLD HAY GARDENS,opp 2,2543
431269.9302,388174.375399999,LIBERTY HILL,Liberty Drive Jct,2545
437217.1917,385825.3378,ST AIDAN'S WAY,Jct St Aidan's Road,2546
435554.5339,387205.742699999,TUDOR SQUARE,opp Crucible (across from The Lyceum),2547
438870.2769,389844.5474,SURBITON STREET,Adj no1a,2548
426960.5583,387173.6719,ONKSLEY LANE,bottom first right turn after Norfolk Arms pub (Jct Manchester Road A57),2549
432010.65,385067.1249,HIGH STORRS CRESCENT,o/s 52,2551
436215.7878,385232.477499999,THORNBOROUGH PLACE,o/s No 13,2552
430925.8638,379504.7271,TOTLEY HALL MEAD,Adj no2 Totley Hall Drive,2553
430919.3666,386445.8202,CARSICK VIEW ROAD,Junction of Carsick View Road and Carsick Hill Road,2554
431517.1418,388283.4542,FAIRBARN ROAD,Colby Place Jct,2555
430792.0959,381160.133199999,SAVAGE LANE,opp Church - o/s Hare & Hounds PH,2557
435849.6576,390984.3411,LONGLEY FARM VIEW,side of number 7,2558
433513.906,389365.6544,DODD STREET,o/s police station,2561
435793.5912,388837.035800001,CRANWORTH ROAD,Jct Cranworth Place,2562
441699.5367,382989.729499999,RYLSTONE GROVE,Adj no17,2563
433176.4274,394278.018300001,THE FROSTINGS,opp 42 leading to Packmans Close,2564
434098.3159,388707.9627,WHITEHOUSE LANE,JCT LANGSETT ROAD,2567
431217.3432,388326.4419,FAIRBARN DRIVE,Jct Fairbarn Place,2568
426769.784,397982.937799999,MCINTYRE ROAD,Outside school gates,2569
436738.5576,385334.7183,SAMUEL DRIVE,Top,2571
435739.586,388727.597100001,SOMERSET STREET,Jct Brackley Street,2572
431149.3791,388470.760600001,OLDFIELD ROAD,o/s 2 - in PH Car Park,2573
433454.69,386987.6251,WHITHAM ROAD,Jct Parkers Lane,2574
432166.696,380537.1916,ROSAMOND CLOSE,opp 21 (in the hedge),2576
432363.4066,388429.9723,WALLER ROAD,Bin opp no86,2578
435859.0817,395911.640699999,GLENWOOD CRESCENT,opp 105,2579
434736.9701,387234.024599999,PITT STREET,Jct Mappin Street,2581
432918.728,389025.401799999,HAWTHORNE STREET,Jct Walkley Bank Road,2582
433641.9683,388995.3204,BURNABY GREEN,Jct Burnaby Crescent,2583
435474.227,384124.794600001,BISHOPSCOURT ROAD,o/s 39,2584
433018.889,380404.1196,TWENTYWELL LANE,o/s 275,2585
435935.0022,391667.3956,CROWLAND ROAD,On island,2586
428881.336,398004.4816,VAUGHTON HILL,Adj no14,2587
434677.9272,383953.363700001,WOODBANK CRESCENT,Suitable Location,2588
427946.5027,397998.4033,ROBERTSHAW CRESCENT,end of cul de sac - front of no 4,2589
434058.1377,393518.885600001,LAVINIA ROAD,Creswick Lane Jn,2591
435610.5261,387507.826199999,MARKET PLACE,Jct Castle Square,2592
431959.0936,390959.338199999,DYKEWOOD DRIVE,Opp 1 to 5 on bend,2593
432733.5109,390269.205800001,BALMAIN ROAD,Junction Far Lane,2594
434707.4116,383443.7596,TADCASTER ROAD,outside 60,2595
430103.3365,385978.563999999,BARNCLIFFE CLOSE,Just below 1 [jcn Barncliffe Rd],2596
436984.1533,382796.1349,CONSTABLE CLOSE,culdesac position,2597
433205.1614,387029.5032,HOOLE ROAD,near the junction of Spooner Road,2598
429731.2286,394021.1918,OWLER GATE,opposite 14 20 yds up hill,2600
431908.8317,385842.173,CRUISE ROAD,By the gennel,2601
440872.3839,383031.827500001,GRASSDALE VIEW,ON GRASS VERGE NEXT TO CAR PARK,2603
435366.2084,396683.479699999,MAFEKING PLACE,o/s 44,2604
432686.5306,390992.978599999,HARRIS ROAD,just below No. 4,2605
434548.1829,383145.774900001,FRASER DRIVE,opp 5,2607
432746.8597,387057.485099999,RYEGATE ROAD,o/s 57-71 Bramley Court,2608
432588.7607,387011.938200001,RYEGATE CRESCENT,jct Ryegate Road,2609
427824.954,395648.7359,FAIRHURST LANE,Jct Carr House Lane o/s Fairhurst Farm,2610
430651.3527,389994.954299999,CHASE ROAD,Jct Hanson Road,2611
434146.8134,385121.1894,MONTGOMERY AVENUE,o/s 11,2613
438859.1708,383072.515799999,LISTER AVENUE,outside 68,2614
432640.3582,383957.592499999,MILLHOUSES LANE,junc of Button Hill path ( MYlnhurst Catholic Preparatory School and Nursery),2615
433019.4991,384460.728499999,CHARNLEY AVENUE,jct Charnley Close,2616
428812.3413,397964.9529,CARR ROAD,bottom of hill on corner nr Royal Oak pub,2617
426773.0408,397346.6599,STONECLIFFE DRIVE,corner of Coal Pit Lane,2618
434459.7959,387826.705,ST PHILIP'S ROAD,Hammond Street jct,2619
439017.5832,384218.8477,HOLLINSEND ROAD,"jct Alnwick Road, o/s Hollin Bush pub",2622
438948.671,383630.0962,JAUNTY LANE,(PRIVATE) Welwyn Court Car Park,2623
436223.3897,389624.180400001,PEXTON ROAD,junction Skipton Road,2624
438282.3794,383938.458000001,GLADE LEA,in the corner of the layby in the cul-de-sac side of No 14,2625
431537.0289,386149.635,GRAHAM ROAD,Jct Gladstone Road,2626
430814.3411,379493.2304,TOTLEY HALL CROFT,Jct Totley Hall Lane,2627
430038.8766,386503.3738,WESTMINSTER AVENUE,near 235 garages,2628
435652.1966,384697.2108,CARRFIELD DRIVE,top of cul de sac o/s 24,2631
433046.5924,388729.7465,COMPTON STREET,bad bend side lighting column 1 on Compton Street,2632
430801.3386,392912.4892,FOOTGATE CLOSE,jct Birks Wood Drive,2633
434596.433,384169.8517,WOODBANK CRESCENT,o/s 1 near Jct Chesterfield Road,2634
443343.9976,380831.997199999,BORROWDALE ROAD,o/s no 4,2635
432077.5339,381408.312200001,DORE CLOSE,Dore Road Jct,2636
438651.4365,386324.215,MOTEHALL PLACE,junc Alison Avenue,2637
435674.7633,386932.6209,PATERNOSTER ROW,Near Jct Howard Street/Pond Street,2638
432466.6513,385464.5711,GREYSTONES HALL ROAD,Jct Bingham Park Crescent,2640
432360.694,389198.032400001,MALIN ROAD,o/s no 13,2641
443604.5663,381944.8386,WATERTHORPE CRESCENT,outside 15,2642
429632.7166,386401.4429,REDMIRES ROAD,opp 335,2644
433478.7573,385740.801999999,LESCAR LANE,Jct Sharrow Vale Road,2645
441344.9991,381954.3959,QUARRY HILL,Just above Parkgate Drive on same side,2646
430954.3504,391868.278100001,WORRALL ROAD,The Yews entrance to hospital,2647
437098.974,383245.1064,IRONSIDE PLACE,o/s no 1,2648
431740.3933,380179.294,BASLOW ROAD,Service road opp no69,2649
432413.9983,380385.385,EVERARD AVENUE,o/s 71,2650
435464.1433,384166.5627,BISHOPSCOURT ROAD,o/s no 25,2652
442550.3528,380755.669,CHAPEL STREET,Opp no22,2654
430041.7129,379999.7654,STRAWBERRY LEE LANE,Opp Paddock Cottage (Approx 70m up on LHS from Lane Head Road),2655
428440.3406,397852.485099999,CARR GROVE,Carr Road jct,2658
432096.2337,380465.862,QUEEN VICTORIA ROAD,jct Prospect Place,2659
436176.1125,386542.0527,FARM BANK ROAD,opposite 79,2660
432649.1722,388757.2086,FERN ROAD,o/s 39 in recess,2661
437852.4571,384691.5624,METHLEY CLOSE,cul de sac,2662
436813.802,392598.579,WHEATFIELD CRESCENT,o/s 30,2663
434247.5433,388286.4034,PORTLAND STREET,on bend,2664
430496.2219,392769.75,HAGGSTONES DRIVE,Opp 3,2665
436017.626,396031.1165,GLENWOOD CRESCENT,Adj no24,2666
430638.8202,386932.221000001,BURNT STONES DRIVE,"opp 11, outside 14",2669
425772.5439,398666.3221,NEWTON LANE,Coppice Close,2670
440235.824,383689.339299999,SILKSTONE CRESCENT,near garages just below No 43,2671
437093.12,385487.3246,GUILDFORD VIEW,in front of flats 1-41,2675
437255.457,383920.0132,MIDDLE HAY PLACE,Middle Hay Place at the junction of Fleury Road,2676
443624.0081,380444.078199999,HALL MEADOW CROFT,Head of CDS o/s no 17,2678
433310.2035,393448.4857,SKEW HILL LANE,O/S 4,2679
441283.2683,385061.0066,HARDCASTLE ROAD,junction with Severnside Place,2680
433519.7105,386830.83,WATSON ROAD,opp 14,2681
433796.9012,388618.1984,BURGOYNE ROAD,Whitehouse Road jct,2682
428670.9467,397510.1931,ROOKERY RISE,opp 1,2683
431093.0489,392690.8126,HOPE ROAD,Jct Beely Road,2685
430722.4004,392044.0977,BIRLEY VIEW,Between 11 & 18 - end of c.d.s,2686
432564.1739,390609.1785,THE DRIVE,End of cul-de-sac,2688
438688.8526,386530.6559,DAWLANDS DRIVE,outside Sheffield Park Academy opposite No 19,2689
436272.9508,391112.644400001,HORNINGLOW ROAD,Front of 1 to 4 Horninglow Mount - Near 736 Barnsley Road,2690
435715.1559,383261.761700001,HARVEY CLOUGH ROAD,o/s 145,2691
434022.7664,390777.0504,SCRAITH WOOD DRIVE,Adj no90,2692
433515.5962,384107.229599999,MONTROSE ROAD,Jct Glenorchy Road,2693
432665.349,388822.459899999,WELBECK ROAD,Jct Fern Road [opp 4],2694
434506.0094,383883.003799999,SMITHY WOOD ROAD,Opp 15,2695
430702.4968,393780.1008,CRAG VIEW CLOSE,o/s 7,2696
434907.8407,385163.907199999,MARPLES CLOSE,Jct Marples Drive,2697
435685.8612,395742.3991,ALBANY AVENUE,outside 2,2698
429982.9998,388410.897700001,WELL GREEN ROAD,o/s 50,2699
429697.226,385409.286900001,MOORCROFT AVENUE,o/s 1,2700
431783.0615,387562.170700001,CLOUGH FIELDS,Close to the junction with back lane,2701
432567.0761,387315.9312,CROSS LANE,Jct Forres Road,2702
431994.2505,391188.7326,MIDDLEWOOD DRIVE,Opp Queenswood Drive Jct (Bin 2 of 2),2704
432223.793,384600.078600001,EDALE ROAD,Edale Road and Ringinglow Road,2707
438415.2403,390904.503900001,JENKIN ROAD,Opp 172,2708
430675.5107,379716.5165,TOTLEY HALL LANE,jct Stocks Green Drive,2709
433618.8821,380751.690199999,RENEY ROAD,opposite 222,2710
428301.8483,397493.158,HELLIWELL LANE,opp 39,2711
436960.4734,389936.820900001,WHITEWAYS ROAD,Junction with Whiteways Drive.,2712
428487.1231,391519.687899999,MOOR ROAD,Back Lane - Outside Holdworth House Farm,2714
431443.398,390115.199899999,BEN LANE,Jct Woodstock Road,2715
426612.4435,398396.229499999,HORNER CLOSE,Adj Balfour House,2716
